ID,Name,Type,Continent,Superregion,Region,Area
4402,Gaoligong Mountains,Wasteland,Asia,,,
4403,Hengduan Mountains,Wasteland,Asia,,,
4404,Minsin,Land,Asia,East Indies,Burma,Kachin
4405,Katha,Land,Asia,East Indies,Burma,Kachin
4406,Mong Kung,Land,Asia,East Indies,Burma,Shan Hills
4407,Ruhunu,Land,Asia,India,Coromandel,South Lanka
4408,Salavata,Land,Asia,India,Coromandel,North Lanka
4409,Trincomale,Land,Asia,India,Coromandel,North Lanka
4410,Kumari,Land,Asia,India,Deccan,Malabar
4411,Samana,Land,Asia,India,Hindustan,Sirhind
4412,Dindigul,Land,Asia,India,Coromandel,Madura
4413,Cannanore,Land,Asia,India,Deccan,Malabar
4414,Salem,Land,Asia,India,Coromandel,Kongu
4415,Negapatam,Land,Asia,India,Coromandel,Tanjore
4416,Tranqebar,Land,Asia,India,Coromandel,Tanjore
4417,Kanchipuram,Land,Asia,India,Coromandel,South Carnatic
4418,Nellore,Land,Asia,India,Coromandel,North Carnatic
4419,Adanki,Land,Asia,India,Coromandel,North Carnatic
4420,Chandragiri,Land,Asia,India,Coromandel,North Carnatic
4421,Seringapatam,Land,Asia,India,Deccan,Mysore
4422,Sira,Land,Asia,India,Deccan,Mysore
4423,Gutti,Land,Asia,India,Deccan,Rayalaseema
4424,Adavani,Land,Asia,India,Deccan,Rayalaseema
4425,Kondavidu,Land,Asia,India,Coromandel,Andhra
4426,Chitradurg,Land,Asia,India,Deccan,Mysore
4427,Honnavara,Land,Asia,India,Deccan,Kanara
4428,Mudgal,Land,Asia,India,Deccan,Raichur Doab
4429,Rajapur,Land,Asia,India,Deccan,Konkan
4430,Daman,Land,Asia,India,Western India,Tapti
4431,Kolhapur,Land,Asia,India,Deccan,Desh
4432,Junir,Land,Asia,India,Deccan,Ahmednagar
4433,Nasik,Land,Asia,India,Deccan,Ahmednagar
4434,Dharangaon,Land,Asia,India,Western India,Khandesh
4435,Sholhapur,Land,Asia,India,Deccan,Maidan
4436,Devarakonda,Land,Asia,India,Deccan,South Telingana
4437,Paithre,Land,Asia,India,Deccan,Ahmednagar
4438,Nander,Land,Asia,India,Deccan,North Telingana
4439,Khamammet,Land,Asia,India,Deccan,South Telingana
4440,Narayanpur,Land,Asia,India,Bengal,Assam
4441,Ganjam,Land,Asia,India,Bengal,Orissa
4442,Washim,Land,Asia,India,Deccan,Berar
4443,Karanja,Land,Asia,India,Deccan,Berar
4444,Manidurg,Land,Asia,India,Deccan,North Telingana
4445,Kanker,Land,Asia,India,Bengal,Garjat
4446,Kalahandi,Land,Asia,India,Bengal,Garjat
4447,Patna,Land,Asia,India,Bengal,Upper Mahanadi
4448,Parlakhimedi,Land,Asia,India,Bengal,Garjat
4449,Jammu,Land,Asia,India,Hindustan,Kashmir
4450,Mayurbhanj,Land,Asia,India,Bengal,Jharkhand
4451,Sonpur,Land,Asia,India,Bengal,Upper Mahanadi
4452,Ratanpur,Land,Asia,India,Bengal,Upper Mahanadi
4453,Thalner,Land,Asia,India,Western India,Khandesh
4454,Porbandar,Land,Asia,India,Western India,Saurashtra
4455,Diu,Land,Asia,India,Western India,Saurashtra
4456,Jhalavad,Land,Asia,India,Western India,Patan
4457,Khambhat,Land,Asia,India,Western India,Ahmedabad
4458,Narbada,Land,Asia,India,Deccan,Gondwana
4459,Saugor,Land,Asia,India,Hindustan,Bundelkhand
4460,Handia,Land,Asia,India,Deccan,Gondwana
4461,Ujjain,Land,Asia,India,Western India,Malwa
4462,Vagad,Land,Asia,India,Western India,Mewar
4463,Bhatnair,Land,Asia,India,Hindustan,Sirhind
4464,Bundi,Land,Asia,India,Hindustan,Gird
4465,Ranthambore,Land,Asia,India,Hindustan,Gird
4466,Mahoba,Land,Asia,India,Hindustan,Bundelkhand
4467,Kalinjar,Land,Asia,India,Hindustan,Bundelkhand
4468,Bandogarh,Land,Asia,India,Hindustan,Baghelkhand
4469,Rohtasgarh,Land,Asia,India,Hindustan,Bihar
4470,Soumelpur,Land,Asia,India,Bengal,Jharkhand
4471,Bishnupur,Land,Asia,India,Bengal,Jharkhand
4472,Monghyr,Land,Asia,India,Hindustan,Bihar
4473,Chakla,Land,Asia,India,Bengal,Tripura
4474,Sonargaon,Land,Asia,India,Bengal,East Bengal
4475,Fathabad,Land,Asia,India,Bengal,East Bengal
4476,Nadia,Land,Asia,India,Bengal,West Bengal
4477,Satgaon,Land,Asia,India,Bengal,West Bengal
4478,Haibatnagar,Land,Asia,India,Bengal,East Bengal
4479,Goraghat,Land,Asia,India,Bengal,Gaur
4480,Mahikantha,Land,Asia,India,Western India,Patan
4481,Punakha,Land,Asia,Tartary,Tibet,Bhutan
4482,Sikkim,Land,Asia,Tartary,Tibet,Bhutan
4483,Morang,Land,Asia,India,Hindustan,Nepal
4484,Makwanpur,Land,Asia,India,Hindustan,Mithila
4485,Palpa,Land,Asia,India,Hindustan,Nepal
4486,Purnia,Land,Asia,India,Bengal,North Bengal
4487,Saran,Land,Asia,India,Hindustan,Mithila
4488,Champaran,Land,Asia,India,Hindustan,Mithila
4489,Hajipur,Land,Asia,India,Hindustan,Bihar
4490,Ghazipur,Land,Asia,India,Hindustan,Purvanchal
4491,Dang,Land,Asia,India,Hindustan,Baisi Rajya
4492,Doti,Land,Asia,India,Hindustan,Baisi Rajya
4493,Sirmur,Land,Asia,India,Hindustan,Himalayan Hills
4494,Khairabad,Land,Asia,India,Hindustan,Oudh
4495,Feyzabad,Land,Asia,India,Hindustan,Oudh
4496,Kora,Land,Asia,India,Hindustan,Lower Doab
4497,Kannauj,Land,Asia,India,Hindustan,Oudh
4498,Sambhal,Land,Asia,India,Hindustan,Katehar
4499,Bareily,Land,Asia,India,Hindustan,Katehar
4500,Bharatpur,Land,Asia,India,Western India,Jaipur
4501,Bhilwara,Land,Asia,India,Western India,Mewar
4502,Merta,Land,Asia,India,Western India,Jangladesh
4503,Mansura,Land,Asia,India,Western India,Southern Sindh
4504,Nasirpur,Land,Asia,India,Western India,Southern Sindh
4505,Khairpur,Land,Asia,India,Western India,Northern Sindh
4506,Barmer,Land,Asia,India,Western India,Marwar
4507,Churu,Land,Asia,India,Western India,Jangladesh
4508,Bahawalpur,Land,Asia,India,Hindustan,Multan
4509,Karor,Land,Asia,India,Hindustan,Multan
4510,Shorkot,Land,Asia,India,Hindustan,Lahore
4511,Bhera,Land,Asia,India,Hindustan,Sind Sagar
4512,Bharuch,Land,Asia,India,Western India,Ahmedabad
4513,Dipalpur,Land,Asia,India,Hindustan,Lahore
4514,Sakya,Land,Asia,Tartary,Tibet,Tsang
4515,Gyirong,Land,Asia,Tartary,Tibet,Tsang
4516,Purang,Land,Asia,Tartary,Tibet,Ngari
4517,Nedong,Land,Asia,Tartary,Tibet,U
4518,Tsurphu,Land,Asia,Tartary,Tibet,Tsang
4519,Damxung,Land,Asia,Tartary,Tibet,U
4520,Rutog,Land,Asia,Tartary,Tibet,Ngari
4521,Skardu,Land,Asia,India,Hindustan,Kashmir
4522,Aqenganggyai,Wasteland,Asia,,,
4523,Inowroclaw,Land,Europe,Eastern Europe,Poland,Kuyavia
4524,Dobrzyn,Land,Europe,Eastern Europe,Poland,Kuyavia
4525,Rawa,Land,Europe,Eastern Europe,Poland,Mazovia
4526,Gniezno,Land,Europe,Eastern Europe,Poland,Wielkopolska
4527,Checiny,Land,Europe,Eastern Europe,Poland,Malopolska
4528,Kujawy,Land,Europe,Eastern Europe,Poland,Kuyavia
4529,Iasi,Land,Europe,Eastern Europe,Carpathia,Moldavia
4530,Birlad,Land,Europe,Eastern Europe,Carpathia,Moldavia
4531,Giurgiu,Land,Europe,Eastern Europe,Carpathia,Wallachia
4532,Severin,Land,Europe,Eastern Europe,Carpathia,Wallachia
4533,Wielun,Land,Europe,Eastern Europe,Poland,Central Poland
4534,Upita,Land,Europe,Eastern Europe,Baltic,Samogitia
4535,Wilkimierz,Land,Europe,Eastern Europe,Baltic,Aukstaitija
4536,Lida,Land,Europe,Eastern Europe,Baltic,Aukstaitija
4537,Nowogrodek,Land,Europe,Eastern Europe,Ruthenia,Pripyat
4538,Chelm,Land,Europe,Eastern Europe,Ruthenia,Volhynia
4539,Kremenets,Land,Europe,Eastern Europe,Ruthenia,Volhynia
4540,Winnica,Land,Europe,Eastern Europe,Ruthenia,Podolia
4541,Drohobycz,Land,Europe,Eastern Europe,Poland,Red Ruthenia
4542,Lubnie,Land,Europe,Eastern Europe,Ruthenia,East Dniepr
4543,Rylsk,Land,Europe,Eastern Europe,Ruthenia,Chernigov
4544,Bobrujsk,Land,Europe,Eastern Europe,Ruthenia,Minsk
4545,Sluck,Land,Europe,Eastern Europe,Ruthenia,Pripyat
4546,Málaga,Land,Europe,Western Europe,Iberia,Upper Andalucia
4547,Albacete,Land,Europe,Western Europe,Iberia,Toledo
4548,Huelva,Land,Europe,Western Europe,Iberia,Lower Andalucia
4549,Xàtiva,Land,Europe,Western Europe,Iberia,Valencia
4550,Castelló,Land,Europe,Western Europe,Iberia,Valencia
4551,Ávila,Land,Europe,Western Europe,Iberia,Castille
4552,Palencia,Land,Europe,Western Europe,Iberia,Asturias
4553,Zamora,Land,Europe,Western Europe,Iberia,Leon
4554,Lugo,Land,Europe,Western Europe,Iberia,Galicia
4555,Pontevedra,Land,Europe,Western Europe,Iberia,Galicia
4556,Aveiro,Land,Europe,Western Europe,Iberia,Beiras
4557,Calatayud,Land,Europe,Western Europe,Iberia,Aragon
4558,Orense,Land,Europe,Western Europe,Iberia,Galicia
4559,Minorca,Land,Europe,Western Europe,Iberia,Baleares
4560,Ibiza,Land,Europe,Western Europe,Iberia,Baleares
4561,Tétouan,Land,Africa,Northern Africa,Maghreb,North Morocco
4562,Mers el Kebir,Land,Africa,Northern Africa,Maghreb,Algiers
4563,Salé,Land,Africa,Northern Africa,Maghreb,North Morocco
4564,Anfa,Land,Africa,Northern Africa,Maghreb,Gharb
4565,Tenerife,Land,Europe,Northern Africa,Maghreb,Macaronesia
4566,Kairwan,Land,Africa,Northern Africa,Maghreb,Tunisia
4567,Sabha,Land,Africa,Northern Africa,Maghreb,Fezzan
4568,Demnate,Land,Africa,Northern Africa,Maghreb,Sus
4569,High Atlas,Wasteland,Africa,,,
4570,Texcoco,Land,North America,Central America,Mexico,Mexico
4571,Tlacopan,Land,North America,Central America,Mexico,Mexico
4572,Malinalco,Land,North America,Central America,Mexico,Mexico
4573,Acambaro,Land,North America,Central America,Mexico,Michoacan
4574,Ihuatzio,Land,North America,Central America,Mexico,Michoacan
4575,Puruaran,Land,North America,Central America,Mexico,Tierra Caliente
4576,Amaxocotlan,Land,North America,Central America,Mexico,Jalisco
4577,Tohono,Land,North America,Central America,California,Sonora
4578,Tzapotzingo,Land,North America,Central America,Mexico,Nayarit
4579,Sayula,Land,North America,Central America,Mexico,Tierra Caliente
4580,Tecoman,Land,North America,Central America,Mexico,Tierra Caliente
4581,Yohualtepec,Land,North America,Central America,Mexico,Mixteca
4582,Teotitlan,Land,North America,Central America,Mexico,Puebla
4583,Xocotla,Land,North America,Central America,Mexico,Puebla
4584,Mitla,Land,North America,Central America,Mexico,Oaxaca
4585,Tzotzil,Land,North America,Central America,Central America,Chiapas
4586,Jakaltek,Land,North America,Central America,Central America,Chiapas
4587,Qumarkaj,Land,North America,Central America,Central America,Guatemala
4588,Kobox,Land,North America,Central America,Central America,East Yucatan
4589,Moran,Land,North America,Central America,Central America,Guatemala Lowlands
4590,Xiu,Land,North America,Central America,Central America,West Yucatan
4591,Chikinchel,Land,North America,Central America,Central America,East Yucatan
4592,Ulva,Land,North America,Central America,Central America,Nicaragua
4593,Xicaque,Land,North America,Central America,Central America,Honduras
4594,Tzul,Land,North America,Central America,Central America,Guatemala Lowlands
4595,Guaymi,Land,North America,Amazonia,Colombia,Panama
4596,Kuna,Land,South America,Amazonia,Colombia,Popayan
4597,Talamanca,Land,North America,Central America,Central America,Costa Rica
4598,Cuauhtochco,Land,North America,Central America,Mexico,Huasteca
4599,Sinu,Land,South America,Amazonia,Colombia,Coquivacoa
4600,Magangué,Land,South America,Amazonia,Colombia,Cordillera Occidental
4601,Chimila,Land,South America,Amazonia,Colombia,Coquivacoa
4602,Motilones,Land,South America,Amazonia,Colombia,Bogota
4603,Moniquira,Land,South America,Amazonia,Colombia,Bogota
4604,Pastos,Land,South America,Amazonia,Colombia,Popayan
4605,Putumayos,Land,South America,Amazonia,Colombia,Colombian Amazonas
4606,Chichitames,Land,North America,Central America,Rio Grande,Coahuila
4607,Pijaos,Land,South America,Amazonia,Colombia,Cordillera Occidental
4608,Achaguas,Land,South America,Amazonia,Colombia,Western Llanos
4609,Variquicimeto,Land,South America,Amazonia,Colombia,Maracaibo
4610,Yukpa,Land,South America,Amazonia,Colombia,Maracaibo
4611,Wayuu,Land,South America,Amazonia,Colombia,Maracaibo
4612,Tacarigua,Land,South America,Amazonia,Colombia,Venezuela
4613,Guanaguanare,Land,South America,Amazonia,Colombia,Central Llanos
4614,Tuneo,Land,South America,Amazonia,Colombia,Central Llanos
4615,Guanipa,Land,South America,Amazonia,Colombia,Eastern Llanos
4616,Anzoategui,Land,South America,Amazonia,Colombia,Venezuela
4617,Guaju,Land,South America,Amazonia,Colombia,Upper Guyana
4618,Yaquimo,Land,North America,Central America,Caribbeans,Haiti
4619,Marien,Land,North America,Central America,Caribbeans,Haiti
4620,Ciguayo,Land,North America,Central America,Caribbeans,Dominica
4621,Higuey,Land,North America,Central America,Caribbeans,Dominica
4622,Canimar,Land,North America,Central America,Caribbeans,West Cuba
4623,Escambrey,Land,North America,Central America,Caribbeans,West Cuba
4624,Guane,Land,North America,Central America,Caribbeans,West Cuba
4625,Mayaca,Land,North America,North America,Southeast,Florida
4626,Potano,Land,North America,North America,Southeast,Florida
4627,Tanu,Land,North America,Central America,Rio Grande,Texas
4628,Nitahendé,Land,North America,Central America,Rio Grande,Pecos
4629,Ndawe Qoha,Land,North America,Central America,Rio Grande,Pecos
4630,Natahéndé,Land,North America,Central America,Rio Grande,Llano Estacado
4631,Naflat,Land,North America,Central America,California,New Mexico
4632,Tsi'ya,Land,North America,Central America,California,New Mexico
4633,Sobaipuri,Land,North America,Central America,California,Arizona
4634,Tsék'aadn,Land,North America,Central America,California,Apacheria
4635,Taaqtam,Land,North America,Central America,California,Central Valley
4636,Choinumni,Land,North America,Central America,California,Central Valley
4637,Ohlone,Land,North America,Central America,California,Alta California
4638,Wint'uh,Land,North America,Central America,California,North California
4639,Paipai,Land,North America,Central America,California,Baja California
4640,Tecpatitlan,Land,North America,Central America,Mexico,Guanajuato
4641,Xilotepec,Land,North America,Central America,Mexico,Guanajuato
4642,Pame,Land,North America,Central America,Mexico,Gran Chichimeca
4643,Xiconaque,Land,North America,Central America,Mexico,Zacatecas
4644,Jocome,Land,North America,Central America,Rio Grande,Chihuahua
4645,Xochipillan,Land,North America,Central America,Mexico,Zacatecas
4646,Tarahumara,Land,North America,Central America,Mexico,Durango
4647,Xecora,Land,North America,Central America,Mexico,Durango
4648,Acaxee,Land,North America,Central America,Mexico,Durango
4649,Mayo,Land,North America,Central America,California,Sonora
4650,Opata,Land,North America,Central America,California,Sonora
4651,Tsushima,Land,Asia,Far East,Japan,Northern Kyushu
4652,Haicheng,Land,Asia,Far East,Manchuria,Liaoning
4653,Maolian,Land,Asia,Far East,Manchuria,Ningguta
4654,Fu'erhe,Land,Asia,Far East,Manchuria,Ningguta
4655,Shilimian,Land,Asia,Far East,Manchuria,Furdan
4656,Wolanhe,Land,Asia,Far East,Manchuria,Furdan
4657,Changbai Mountains,Wasteland,Asia,,,
4658,Nangha'er,Land,Asia,Far East,Manchuria,Sakhalin
4659,Tulutingshan,Land,Asia,Far East,Manchuria,East Heilongjiangord
4660,Tunhe,Land,Asia,Far East,Manchuria,Central Heilongjiang
4661,Edala,Land,Asia,Far East,Manchuria,Ningguta
4662,Halacha,Land,Asia,Far East,Manchuria,East Heilongjiangord
4663,Hurha,Land,Asia,Far East,Manchuria,South Ilin Hala
4664,Oroqen,Land,Asia,Far East,Manchuria,West Heilongjiangord
4665,West Buteha,Land,Asia,Tartary,Mongolia,Cicigar
4666,Barag,Land,Asia,Tartary,Mongolia,Xilin Gol
4667,Bayan-Uul,Land,Asia,Tartary,Mongolia,Xilin Gol
4668,Orkhon,Land,Asia,Tartary,Mongolia,Uliastai
4669,Sainshand,Land,Asia,Tartary,Mongolia,Gobi
4670,Urad,Land,Asia,Tartary,Mongolia,Inner Mongolia
4671,Kalgan,Land,Asia,Tartary,Mongolia,Inner Mongolia
4672,Josutu,Land,Asia,Tartary,Mongolia,Chahar
4673,Ujimqin,Land,Asia,Tartary,Mongolia,Xilin Gol
4674,Korchin,Land,Asia,Tartary,Mongolia,Eastern Mongolia
4675,Bayisingtu,Land,Asia,Tartary,Mongolia,Chahar
4676,Badain Jaran,Land,Asia,Tartary,Mongolia,Ordos
4677,Noyon,Land,Asia,Tartary,Mongolia,Gobi
4678,Sain Noyon,Land,Asia,Tartary,Mongolia,Uliastai
4679,Khovsgol,Land,Asia,Tartary,Mongolia,Tannu Uriankhai
4680,Zakhchin,Land,Asia,Tartary,Mongolia,Kobdo
4681,Olgii,Land,Asia,Tartary,Mongolia,North Dzungaria
4682,Monkhkhairkhan,Land,Asia,Tartary,Mongolia,Kobdo
4683,Altay,Land,Asia,Tartary,Mongolia,South Dzungaria
4684,Dzhemenika,Land,Asia,Tartary,Mongolia,North Dzungaria
4685,Karagandy,Land,Asia,Tartary,Central Asia,Balchash
4686,Ekibastuz,Land,Asia,Tartary,West Siberia,Aqmola
4687,Imakia,Land,Asia,Tartary,West Siberia,Yrtesh
4688,Baraba,Land,Asia,Tartary,West Siberia,Yrtesh
4689,Om,Land,Asia,Tartary,West Siberia,Yrtesh
4690,Ishim,Land,Asia,Tartary,West Siberia,Aqmola
4691,As,Land,Asia,Tartary,West Siberia,Kara
4692,Turgay,Land,Asia,Tartary,West Siberia,Ishim
4693,Keriya,Land,Asia,Tartary,Central Asia,Shanshan
4694,Foix,Land,Europe,Western Europe,France,Gascony
4695,Carcassonne,Land,Europe,Western Europe,France,Languedoc
4696,Toulon,Land,Europe,Western Europe,France,Provence
4697,La Marche,Land,Europe,Western Europe,France,Auvergne
4698,Cephalonia,Land,Europe,Eastern Europe,Balkans,Northern Greece
4699,Arta,Land,Europe,Eastern Europe,Balkans,Northern Greece
4700,Lesbos,Land,Europe,Levant,Anatolia,Aegean Archipelago
4701,Corinth,Land,Europe,Eastern Europe,Balkans,Morea
4702,Siroz,Land,Europe,Eastern Europe,Balkans,Macedonia
4703,Kostendil,Land,Europe,Eastern Europe,Balkans,Bulgaria
4704,Tirnovo,Land,Europe,Eastern Europe,Balkans,Silistria
4705,Gumulcine,Land,Europe,Eastern Europe,Balkans,Thrace
4706,Tolcu,Land,Europe,Eastern Europe,Balkans,Silistria
4707,Wasserburg,Land,Europe,Western Europe,South Germany,Upper Bavaria
4708,Freising,Land,Europe,Western Europe,South Germany,Upper Bavaria
4709,Passau,Land,Europe,Western Europe,South Germany,East Bavaria
4710,Bregenz,Land,Europe,Western Europe,South Germany,Tirol
4711,Donauwörth,Land,Europe,Western Europe,South Germany,East Swabia
4712,Constance,Land,Europe,Western Europe,South Germany,West Swabia
4713,Urach,Land,Europe,Western Europe,South Germany,West Swabia
4714,Durlach,Land,Europe,Western Europe,South Germany,Baden
4715,Rothenburg,Land,Europe,Western Europe,South Germany,Lower Franconia
4716,Coburg,Land,Europe,Western Europe,South Germany,Upper Franconia
4717,Bayreuth,Land,Europe,Western Europe,South Germany,Upper Franconia
4718,Aschaffenburg,Land,Europe,Western Europe,South Germany,Lower Franconia
4719,Bresse,Land,Europe,Western Europe,France,Savoy
4720,Geneva,Land,Europe,Western Europe,South Germany,Romandie
4721,Fribourg,Land,Europe,Western Europe,South Germany,Romandie
4722,Illanz,Land,Europe,Western Europe,South Germany,Switzerland
4723,Opole,Land,Europe,Eastern Europe,Poland,Silesia
4724,Pardubice,Land,Europe,Western Europe,North Germany,Bohemia
4725,Jindrichuv Hradec,Land,Europe,Western Europe,North Germany,Bohemia
4726,Ostrava,Land,Europe,Western Europe,North Germany,Moravia
4727,Saluzzo,Land,Europe,Western Europe,Italy,Piedmont
4728,Pavia,Land,Europe,Western Europe,Italy,Lombardy
4729,Padova,Land,Europe,Western Europe,Italy,Venetia
4730,Bologna,Land,Europe,Western Europe,Italy,Emilia-Romagna
4731,Spoleto,Land,Europe,Western Europe,Italy,Lazio-Umbria
4732,Terracina,Land,Europe,Western Europe,Italy,Lazio-Umbria
4733,Molise,Land,Europe,Western Europe,Italy,Apulia
4734,Avellino,Land,Europe,Western Europe,Italy,Campania
4735,Arborea,Land,Europe,Western Europe,Italy,Western Mediterranean Islands
4736,Trapani,Land,Europe,Western Europe,Italy,Western Sicily
4737,Girgenti,Land,Europe,Western Europe,Italy,Western Sicily
4738,Trieste,Land,Europe,Western Europe,South Germany,Carniola
4739,Bergamo,Land,Europe,Western Europe,Italy,Po Valley
4740,Como,Land,Europe,Western Europe,Italy,Lombardy
4741,Halle,Land,Europe,Western Europe,North Germany,Saxony-Anhalt
4742,Goslar,Land,Europe,Western Europe,North Germany,Saxony-Anhalt
4743,Weimar,Land,Europe,Western Europe,North Germany,Thuringia
4744,Zwickau,Land,Europe,Western Europe,North Germany,Saxony
4745,Rügen,Land,Europe,Western Europe,North Germany,Vorpommern
4746,Stargard,Land,Europe,Western Europe,North Germany,Hinterpommern
4747,Dramburg,Land,Europe,Western Europe,North Germany,Neumark
4748,Brandenburg,Land,Europe,Western Europe,North Germany,Mittelmark
4749,Neubrandenburg,Land,Europe,Western Europe,North Germany,Mecklenburg
4750,Krujë,Land,Europe,Eastern Europe,Balkans,Albania
4751,Cilli,Land,Europe,Western Europe,South Germany,Carniola
4752,Rijeka,Land,Europe,Eastern Europe,Balkans,Croatia
4753,Zadar,Land,Europe,Eastern Europe,Balkans,Dalmatia
4754,Kotor,Land,Europe,Eastern Europe,Balkans,Rascia
4755,Podrinje,Land,Europe,Eastern Europe,Balkans,Bosnia
4756,Bjelovar,Land,Europe,Eastern Europe,Balkans,Slavonia
4757,Kolubara,Land,Europe,Eastern Europe,Balkans,Serbia
4758,Etschtal,Land,Europe,Western Europe,South Germany,Tirol
4759,Oberkärnten,Land,Europe,Western Europe,South Germany,Inner Austria
4760,Innbaiern,Land,Europe,Western Europe,South Germany,East Bavaria
4761,Traungau,Land,Europe,Western Europe,South Germany,Austria Proper
4762,Wienerwald,Land,Europe,Western Europe,South Germany,Austria Proper
4763,The Alps,Wasteland,Europe,,,
4764,Salins,Land,Europe,Western Europe,France,Eastern Burgundy
4765,Mulhouse,Land,Europe,Western Europe,South Germany,Alsace
4766,Verdun,Land,Europe,Western Europe,France,Lorraine
4767,Zweibrücken,Land,Europe,Western Europe,South Germany,Palatinate
4768,Jülich,Land,Europe,Western Europe,North Germany,Lower Rhineland
4769,Lille,Land,Europe,Western Europe,Low Countries,Flanders
4770,Den Bosch,Land,Europe,Western Europe,Low Countries,North Brabant
4771,Verden,Land,Europe,Western Europe,North Germany,Weser
4772,Celle,Land,Europe,Western Europe,North Germany,Lower Saxony
4773,Göttingen,Land,Europe,Western Europe,North Germany,Braunschweig
4774,Fulda,Land,Europe,Western Europe,North Germany,Hesse
4775,Ravensberg,Land,Europe,Western Europe,North Germany,South Westphalia
4776,Blois,Land,Europe,Western Europe,France,Orléanais
